0.0000000000	0.0000000000	-2.8739262615
0.2000000000	0.0000000000	-2.9419262615
0.4000000000	0.0000000000	-3.0099262615
0.6000000000	0.0000000000	-3.0779262615
0.8000000000	0.0000000000	-3.1459262615
0.0000000000	0.1000000000	-1.5345563200
0.2000000000	0.1000000000	-1.6025563200
0.4000000000	0.1000000000	-1.6705563200
0.6000000000	0.1000000000	-1.7385563200
0.8000000000	0.1000000000	-1.8065563200
0.0000000000	0.2000000000	0.4986000000
0.2000000000	0.2000000000	0.4306000000
0.4000000000	0.2000000000	0.3626000000
0.6000000000	0.2000000000	0.2946000000
0.8000000000	0.2000000000	0.2266000000
0.0000000000	0.3000000000	2.5317563200
0.2000000000	0.3000000000	2.4637563200
0.4000000000	0.3000000000	2.3957563200
0.6000000000	0.3000000000	2.3277563200
0.8000000000	0.3000000000	2.2597563200
0.0000000000	0.4000000000	3.8711262615
0.2000000000	0.4000000000	3.8031262615
0.4000000000	0.4000000000	3.7351262615
0.6000000000	0.4000000000	3.6671262615
0.8000000000	0.4000000000	3.5991262615
0.0000000000	0.5000000000	4.0879262615
0.2000000000	0.5000000000	4.0199262615
0.4000000000	0.5000000000	3.9519262615
0.6000000000	0.5000000000	3.8839262615
0.8000000000	0.5000000000	3.8159262615
0.0000000000	0.6000000000	3.1821563200
0.2000000000	0.6000000000	3.1141563200
0.4000000000	0.6000000000	3.0461563200
0.6000000000	0.6000000000	2.9781563200
0.8000000000	0.6000000000	2.9101563200
0.0000000000	0.7000000000	1.5826000000
0.2000000000	0.7000000000	1.5146000000
0.4000000000	0.7000000000	1.4466000000
0.6000000000	0.7000000000	1.3786000000
0.8000000000	0.7000000000	1.3106000000
0.0000000000	0.8000000000	-0.0169563200
0.2000000000	0.8000000000	-0.0849563200
0.4000000000	0.8000000000	-0.1529563200
0.6000000000	0.8000000000	-0.2209563200
0.8000000000	0.8000000000	-0.2889563200
0.0000000000	0.9000000000	-0.9227262615
0.2000000000	0.9000000000	-0.9907262615
0.4000000000	0.9000000000	-1.0587262615
0.6000000000	0.9000000000	-1.1267262615
0.8000000000	0.9000000000	-1.1947262615
0.0000000000	1.0000000000	-0.7059262615
0.2000000000	1.0000000000	-0.7739262615
0.4000000000	1.0000000000	-0.8419262615
0.6000000000	1.0000000000	-0.9099262615
0.8000000000	1.0000000000	-0.9779262615
