0.0000000000	0.0000000000	0.2676663921
0.2000000000	0.0000000000	0.2676663921
0.4000000000	0.0000000000	0.2676663921
0.6000000000	0.0000000000	0.2676663921
0.8000000000	0.0000000000	0.2676663921
0.0000000000	0.1000000000	0.7902455261
0.2000000000	0.1000000000	0.7902455261
0.4000000000	0.1000000000	0.7902455261
0.6000000000	0.1000000000	0.7902455261
0.8000000000	0.1000000000	0.7902455261
0.0000000000	0.2000000000	1.0358055194
0.2000000000	0.2000000000	1.0358055194
0.4000000000	0.2000000000	1.0358055194
0.6000000000	0.2000000000	1.0358055194
0.8000000000	0.2000000000	1.0358055194
0.0000000000	0.3000000000	0.9105508007
0.2000000000	0.3000000000	0.9105508007
0.4000000000	0.3000000000	0.9105508007
0.6000000000	0.3000000000	0.9105508007
0.8000000000	0.3000000000	0.9105508007
0.0000000000	0.4000000000	0.4623244153
0.2000000000	0.4000000000	0.4623244153
0.4000000000	0.4000000000	0.4623244153
0.6000000000	0.4000000000	0.4623244153
0.8000000000	0.4000000000	0.4623244153
0.0000000000	0.5000000000	0.1376663921
0.2000000000	0.5000000000	0.1376663921
0.4000000000	0.5000000000	0.1376663921
0.6000000000	0.5000000000	0.1376663921
0.8000000000	0.5000000000	0.1376663921
0.0000000000	0.6000000000	0.6602455261
0.2000000000	0.6000000000	0.6602455261
0.4000000000	0.6000000000	0.6602455261
0.6000000000	0.6000000000	0.6602455261
0.8000000000	0.6000000000	0.6602455261
0.0000000000	0.7000000000	0.9058055194
0.2000000000	0.7000000000	0.9058055194
0.4000000000	0.7000000000	0.9058055194
0.6000000000	0.7000000000	0.9058055194
0.8000000000	0.7000000000	0.9058055194
0.0000000000	0.8000000000	0.7805508007
0.2000000000	0.8000000000	0.7805508007
0.4000000000	0.8000000000	0.7805508007
0.6000000000	0.8000000000	0.7805508007
0.8000000000	0.8000000000	0.7805508007
0.0000000000	0.9000000000	0.3323244153
0.2000000000	0.9000000000	0.3323244153
0.4000000000	0.9000000000	0.3323244153
0.6000000000	0.9000000000	0.3323244153
0.8000000000	0.9000000000	0.3323244153
0.0000000000	1.0000000000	0.2676663921
0.2000000000	1.0000000000	0.2676663921
0.4000000000	1.0000000000	0.2676663921
0.6000000000	1.0000000000	0.2676663921
0.8000000000	1.0000000000	0.2676663921
